name,price,单位
"[五至六环]房山苏庄大街和长虹路交叉口,地铁苏庄站北侧50米",40837,元/㎡
[六环以外]北京周边白沟北一环与京白路交叉口东北角,8000,元/㎡
[五至六环]朝阳6号线塔连坡站东200米,76000,元/㎡
北京周边唐山芦台经济开发区盛世大道,6500,元/㎡
[六环以外]怀来河北省张家口市怀来县官厅湖南岸,12000,元/㎡
[六环以外]丰台泉湖西路与山湖路交汇处(青龙湖公园东门),41230,元/㎡
威海市环翠区中央电视台威海影视城路南,9980,元/㎡
[六环以外]北京周边河北保定易县滨河新区易水河东侧,8650,元/㎡
[六环以外]北京周边高碑店市五一南大街与南环东路交叉口西面,14000,元/㎡
[五至六环]石景山隆恩寺路-秀府路口东北,52024,元/㎡
固安京南文创艺术中心 大广高速出口南行6公里,15000,元/㎡
[五至六环]顺义京承高速6出口(中央别墅区)罗马环岛北800米,1500,万元/套起
[六环以外]顺义顺义区天竺镇第22街区,22000,元/㎡
[三至四环]丰台马家堡路公益桥北50米,61881,元/㎡
[六环以外]北京周边承德市兴隆县国家天文台入口,9000,元/㎡
[六环以外]顺义顺福路2号(顺福路与顺平路交叉口东南角),2300,万元/套起
[六环以外]北京周边承德市丰宁满族自治县南关乡,12000,元/㎡
[六环以外]北京周边河北省张家口市怀来县东花园镇,16000,元/㎡起
北京周边保定世纪西路与新华南大街交叉口北侧,9000,元/㎡
[六环以外]廊坊广阳区万庄镇采万路中段(万庄派出所北侧700米),15000,元/㎡
"[六环以外]怀来古崖居风景区西侧,官厅湖北岸三公里",25000,元/㎡
[六环以外]北京周边保定市白沟北一环与东一环交叉口西南角,6500,元/㎡起
[五至六环]通州海盛四街,960,万元/套起
[六环以外]门头沟西山·永定楼北300米,760,万元/套起
[六环以外]北京周边承德市滦平县金山岭服务区西行,18000,元/㎡
[六环以外]廊坊开发区京沪高速廊坊出口西行500米右转直行,1000,万元/套起
[五至六环]大兴亦庄经济开发区科创十一街与经海九路交汇处,53980,元/㎡
[五至六环]昌平京藏高速北安河出口向东约5公里,1643,万元/套起
[六环以外]大兴采育镇采凤路与采辛路交口东侧,770,万元/套起
[五至六环]房山房山线稻田站北行800米处,58000,元/㎡起
[五至六环]昌平未来科技城南区内科技城路与南区一路交界处,57000,元/㎡
[四至五环]朝阳京承高速与北四环路交接处以东(近湖光中街),91500,元/㎡
[六环以外]通州京津高速过台湖收费站第一个出口即到,29750,元/㎡
[六环以外]怀来桑园镇鲜养温泉区,12000,元/㎡
[六环以外]顺义新城右堤路与昌金路交汇处向北200米,40500,元/㎡
[六环以外]廊坊开发区金源道与华祥路交口(联通大厦东侧),14000,元/㎡
[五至六环]大兴五环南海子公园西,67000,元/㎡
"[六环以外]霸州霸州106国道西侧,国税局南侧",16000,元/㎡起
"[五至六环]通州玉桥西路与运河西大街交汇处,通州区青少年活动中心北侧",72000,元/㎡
[五至六环]石景山阜石路与北辛安路交叉口南,63500,元/㎡
[四至五环]丰台南四环新宫地铁站南800米,,
[五至六环]海淀北清路永丰产业基地东侧,75000,元/㎡
"[五至六环]昌平北五环京承高速07出口西,七星路与七北路交汇",60000,元/㎡
[五至六环]昌平北七家镇定泗路与七北路交叉口东行200米,55000,元/㎡
[五至六环]昌平新城地铁南邵站西侧,500,万元/套起
"[五至六环]通州京杭大运河与通胡大街交汇东北角,运河文化广场公园东侧",72000,元/㎡
秦皇岛 北戴河新区大蒲河镇东沙河左大桥西500米,8500,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[外环以外]天津天嘉湖大道西侧,8800,元/㎡起
[四至五环]朝阳东四环中路58号,价格待定,
[五至六环]朝阳驹子房村,37000,元/㎡
天津 [外环以外]宝坻津蓟高速2号出口,9500,元/㎡
[六环以外]廊坊开发区东方大学城西侧(楼庄路与居易道交汇处),12000,元/㎡起
[四至五环]大兴南大红门路与五福堂路交叉口,63500,元/㎡
[六环以外]霸州霸州·温泉新都孔雀城接待中心(大广高速392出口),8800,元/㎡
[五至六环]通州永顺镇榆东一街,60000,元/㎡起
[六环以外]崇礼河北省张家口市崇礼区万龙路口南(汤inn温泉假日酒店南侧),18000,元/㎡
[三至四环]丰台宋家庄站向南200米,95500,元/㎡起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
"[五至六环]通州玉桥西路与运河西大街交汇处,通州区青少年活动中心北侧",72000,元/㎡
[五至六环]石景山阜石路与北辛安路交叉口南,63500,元/㎡
[五至六环]房山csd商务大厦东侧,43000,元/㎡
[六环以外]密云十里堡镇双井村北侧,28000,元/㎡
"[四至五环]海淀永丰路与北清路交汇处东北角,中关村壹号北侧公园中",80000,元/㎡
[五至六环]大兴南海子公园西侧(南五环旧忠桥向南第二个红绿灯西),73000,元/㎡
[六环以外]涿州京港澳高速健康城出口东行2.5公里,15000,元/㎡起
海阳 凤城海景路与东凤大道交汇处西北方向(凤城旅游度假区内),11000,元/㎡
[五至六环]顺义临空经济核心区南法信地铁站南约700米,40000,元/㎡起
[五至六环]大兴亦庄南海子公园北侧,3500,万元/套起
[六环以外]门头沟美安路与龙兴南二路交叉点向北500米路西,62000,元/㎡
[六环以外]北京周边河北省张家口市下花园区新辰路与凤凰大街交口碧桂园北京郡,11000,元/㎡
[五至六环]海淀四季青桥向西1.8公里(第四个红绿灯右转)向北500米路右侧,105000,元/㎡
[二至三环]西城德胜门北800米,500,万元/套起
"[六环以外]门头沟西长安新城,长安街西延线南侧约500米",64000,元/㎡
[六环以外]涞水张坊镇南行5公里京昆高速涞水新城出口,8500,元/㎡
"[六环以外]固安迎宾大道与新源西街交汇处,迎宾公园西侧",14500,元/㎡
"[四至五环]丰台南四环花乡桥南1公里,樊羊路与白盆窑路交汇处东北侧",80000,元/㎡
涿州涿州开发区华阳东路路北(京港澳高速交口西500米路南),14000,元/㎡
[五至六环]大兴亦庄经济技术开发区三海子东路南海子公园路北,60000,元/㎡
[六环以外]怀来桑园镇后郝窑s241省道东侧,9800,元/㎡起
[五至六环]丰台长辛店生态城园博园南路路北500米,69500,元/㎡
[五至六环]房山csd商务大厦东侧,43000,元/㎡
[六环以外]密云十里堡镇双井村北侧,28000,元/㎡
"[四至五环]海淀永丰路与北清路交汇处东北角,中关村壹号北侧公园中",80000,元/㎡
[五至六环]大兴南海子公园西侧(南五环旧忠桥向南第二个红绿灯西),73000,元/㎡
[六环以外]涿州京港澳高速健康城出口东行2.5公里,15000,元/㎡起
[三至四环]丰台丽泽桥西北角,660,万元/套起
[六环以外]大兴魏善庄镇,35000,元/㎡起
[二至三环]丰台泥洼中路,66555,元/㎡
"[五至六环]大兴地铁4号线清源路站西侧800米,兴业大街与清源西路交汇处西南角",55800,元/㎡
[六环以外]武清京津高速永乐店收费站前方1公里京津同城出口,19000,元/㎡
[六环以外]顺义昌金路与通顺路交汇处合景天汇广场,42000,元/㎡起
"[六环以外]廊坊廊霸路南侧,新城林湾小区南侧",10500,元/㎡
"[六环以外]固安温泉休闲商务产业园,大广高速牛驼出口右转即到",,万元/套
[六环以外]天津宝坻区宝中道与广海路交汇处,10000,元/㎡
[五至六环]通州潞苑东路与潞苑四街交汇处东南角,47000,元/㎡
"[五至六环]通州城市副中心核心区,五河交汇大运河燃灯塔东侧、大光楼西侧",82000,元/㎡
[五至六环]昌平未来科学城路与未来科学城滨河大道交汇口,36000,元/㎡
[六环以外]北京周边张家口市赤城县葵花村新雪国a区,15000,元/㎡
[五至六环]房山京港澳高速22b良乡机场出口处,40000,元/㎡
[五至六环]朝阳地铁15号线孙河站向西800米(北京院子一期南侧),1100,万元/套起
[五至六环]顺义京承高速8号出口路东,1800,万元/套起
[五至六环]石景山阜石路与北辛安路交叉口南,63500,元/㎡
[六环以外]涞水十渡·一渡附近,100,万元/套起
[六环以外]门头沟长安街西延线南约300米,620,万元/套起
[请选择]北京周边河北省唐山市遵化市兴旺寨乡,6000,元/㎡起
[三至四环]丰台丽泽桥西北角,660,万元/套起
[六环以外]大兴魏善庄镇,35000,元/㎡起
[二至三环]丰台泥洼中路,66555,元/㎡
"[五至六环]大兴地铁4号线清源路站西侧800米,兴业大街与清源西路交汇处西南角",55800,元/㎡
[六环以外]武清京津高速永乐店收费站前方1公里京津同城出口,19000,元/㎡
[六环以外]顺义昌金路与通顺路交汇处合景天汇广场,42000,元/㎡起
"[六环以外]廊坊廊霸路南侧,新城林湾小区南侧",10500,元/㎡
[五至六环]通州东北五环通顺路与窑管路交汇口西侧(东坝向东八公里),45500,元/㎡
"[六环以外]廊坊龙河高新技术开发区内,北侧邻南环路,西侧邻龙河",12500,元/㎡
"[六环以外]昌平小汤山镇,龙脉温泉花园(人民政府北面)",38000,元/㎡
[四至五环]大兴南四环榴乡桥与德贤路交汇处东南角,79000,元/㎡
[六环以外]秦皇岛海港区河滨路160号,25000,元/㎡
[五至六环]通州怡乐中路299号院(广渠快速路出口向南1000米),640,万元/套起
[五至六环]通州台湖镇辅外路(北京国际图书城北侧),108,万元/套起
[六环以外]大厂102国道与福喜路交叉口南行第三个丁字路口左转500米,23000,元/㎡
[六环以外]昌平水库路16号院,48000,元/㎡
[五至六环]昌平回南北路与科星西路交汇路口处,58500,元/㎡
[六环以外]固安新昌街东100米,14000,元/㎡
[六环以外]平谷京平高速密三路出口南200米路西(北师大附中对面),666,万元/套起
"涿州涿州京港澳高速琉璃河出口,琉璃河检查站南侧",14700,元/㎡
[五至六环]通州京通高速耿庄出口向北500米。,50000,元/㎡
[六环以外]固安京南温泉休闲商务产业园(106国道和金海街的交汇处),11000,元/㎡
[六环以外]北京周边北京大兴野生动物园以南3公里路西,15000,元/㎡
[六环以外]门头沟阜石路双峪路口西800米路南,1200,万元/套起
[五至六环]丰台长青路88号,65000,元/㎡
[四至五环]朝阳青年路7号院,100000,元/㎡
[四至五环]朝阳望京阜通东大街和望京街交汇口东北角,85000,元/㎡
[五至六环]通州八通线土桥地铁站向东200米,55000,元/㎡
[六环以外]大兴生物医药基地站天华大街与天河西路交口处,23000,元/㎡
[六环以外]天津京津高速永乐店收费站前方1公里京津同城出口,12000,元/㎡
[四至五环]大兴西红门欣荣北街与鸿宏福路交汇东北角,55000,元/㎡
[五至六环]房山地铁房山线苏庄站向南700米,24000,元/㎡
[三至四环]丰台10号线首经贸地铁站b口,350,万元/套起
[六环以外]大兴地铁4号线生物医药基地站南200米路东,45000,元/㎡
[六环以外]天津京津高速永乐店收费站前方1公里京津同城出口,16000,元/㎡
[六环以外]门头沟永定镇石门营环岛北侧,60000,元/㎡起
[五至六环]房山良乡大学城地铁站东约400米,45000,元/㎡
"[六环以外]门头沟长安街西沿线,地铁s1线上岸站",390,万元/套起
[五至六环]大兴京台高速黄亦路出口东500米,290,万元/套起
"[二环以内]东城长安街与朝阳门南小街交汇,处建国门大街甲11号",130000,元/㎡
[五至六环]通州通顺路与朝阳北路交叉口东北角,38000,元/㎡
"[六环以外]香河京哈高速香河出口南行,五一路与新华大街交口",7000,元/㎡起
[六环以外]武清京津高速永乐店收费站前方1公里京津同城出口,13000,元/㎡
[五至六环]通州地铁亦庄线经海路地铁站东南侧三公里,23900,元/㎡起
[五至六环]海淀温泉镇北清路和温阳路西南角,29800,元/㎡
[四至五环]朝阳青年路7号院,100000,元/㎡
[四至五环]朝阳望京阜通东大街和望京街交汇口东北角,85000,元/㎡
[五至六环]通州八通线土桥地铁站向东200米,55000,元/㎡
[六环以外]大兴生物医药基地站天华大街与天河西路交口处,23000,元/㎡
[六环以外]天津京津高速永乐店收费站前方1公里京津同城出口,12000,元/㎡
[五至六环]通州城市副中心运河cbd核心区滨河中路北段西侧,65000,元/㎡
[六环以外]崇礼张家口市崇礼区四台嘴子乡太子城村,27200,元/㎡
[六环以外]顺义双河大街与顺南路西北角,80,万元/套起
[五至六环]通州滨惠北一街,价格待定,
[四至五环]丰台南四环花乡桥西南角,,
[五至六环]通州京通快速北关桥东南角,181,万元/套起
[六环以外]大兴魏善庄镇龙江路与龙善大街交叉口往东200米路北,29000,元/㎡
"[六环以外]固安项目基地位于固安新城核心区,距大广高速固安出口3公路",15000,元/㎡
[六环以外]密云久润东区东侧底商(檀西路与新北路交叉口西北角),25607,元/㎡
[四至五环]大兴瀛海镇镇区北街与经二路交口处西南角,52449,元/㎡
[六环以外]北京周边张家口裕兴路与万龙路交汇口向东300米(蓝鲸悦海酒店旁),价格待定,
[四至五环]丰台西四环莲石东路与鲁谷东大街交叉口南900米,价格待定,
[六环以外]武清武清开发区前进道与泉州路交汇处西北侧,10500,元/㎡
[六环以外]北京周边张家口崇礼区多乐美地滑雪场内,价格待定,
[五至六环]通州城市副中心运河cbd核心区滨河中路北段西侧,65000,元/㎡
[六环以外]崇礼张家口市崇礼区四台嘴子乡太子城村,27200,元/㎡
[六环以外]顺义双河大街与顺南路西北角,80,万元/套起
[五至六环]通州滨惠北一街,价格待定,
[四至五环]丰台南四环花乡桥西南角,,
[五至六环]通州京通快速北关桥东南角,181,万元/套起
[六环以外]大兴魏善庄镇龙江路与龙善大街交叉口往东200米路北,29000,元/㎡
"[六环以外]固安项目基地位于固安新城核心区,距大广高速固安出口3公路",15000,元/㎡
"[四至五环]丰台西四环看丹桥西侧200米,资和信百货西北侧",940,万元/套起
[四至五环]朝阳望京南湖南路三帆中学对面,120000,元/㎡
[六环以外]怀来八达岭高速沙城东出口东约3公里,11000,元/㎡
[二至三环]东城安定门外大街与和平里北街交叉口,115000,元/㎡
[六环以外]门头沟永定镇长安街西延线南约500米,60000,元/㎡起
[六环以外]密云城后街与新东路交叉口北500米,33000,元/㎡
[六环以外]门头沟永定镇冯西园,110000,元/㎡
[五至六环]大兴兴亦路京开高速东侧,76000,元/㎡
[六环以外]燕郊开发区燕顺路和徐尹路交汇处,24000,元/㎡起
[五至六环]房山西五环·大学城西站南约800米,600,万元/套起
[六环以外]大厂民族宫西北约1公里,16000,元/㎡
[六环以外]北京周边梅上新区杨六路东段碧桂园莫奈的湖营销中心,9500,元/㎡
[六环以外]固安京南新城 固安新中西街,14300,元/㎡起
[六环以外]怀来官厅镇官厅水库东岸,12600,元/㎡
[二至三环]丰台西二环菜户营桥南,115280,元/㎡
[六环以外]固安创新东道南侧永盛路东侧,15000,元/㎡
[五至六环]昌平西北五环外沙河地铁站向南800米处丽春湖北岸,2500,万元/套起
[五至六环]朝阳京密路与顺黄路交叉路口往西200米,6000,万元/套
[五至六环]大兴京台高速黄亦路出口东500米,3450,万元/套起
[六环以外]房山周口店镇政府东,29555,元/㎡
"[四至五环]丰台西四环看丹桥西侧200米,资和信百货西北侧",940,万元/套起
[四至五环]朝阳望京南湖南路三帆中学对面,120000,元/㎡
[六环以外]怀来八达岭高速沙城东出口东约3公里,11000,元/㎡
[二至三环]东城安定门外大街与和平里北街交叉口,115000,元/㎡
[六环以外]门头沟永定镇长安街西延线南约500米,60000,元/㎡起
[六环以外]密云城后街与新东路交叉口北500米,33000,元/㎡
"[六环以外]门头沟龙泉镇新桥大街西侧,区政府正对面",65000,元/㎡
[五至六环]石景山石景山路地铁1号线古城站西500米,60000,元/㎡
[五至六环]通州通燕高速耿庄桥出口西北侧,1800,万元/套起
[六环以外]顺义京承高速11出口(昌金路\兴寿\牛栏山出口)向东900米路北,1400,万元/套起
"[六环以外]门头沟长安街西沿线,距莲石路1.5公里,距阜石路1.8公里",600,万元/套起
[六环以外]昌平京承高速g11出口向西怀昌路北侧,1700,万元/套起
[六环以外]怀来八达岭高速康庄出口(65出口)西南约3公里,9000,元/㎡
[四至五环]朝阳大屯路222号院,1400,万元/套起
[四至五环]朝阳东四环北路七号,160000,元/㎡
[五至六环]顺义京承高速8出口路东,2900,万元/套起
[五至六环]石景山八大处公园西南800米,95000,元/㎡
[五至六环]房山清苑南街,60000,元/㎡
[五至六环]大兴南六环磁各庄桥沿南中轴向南,2000,万元/套起
[六环以外]固安固安迎宾大道与新中西街交叉口(大广高速出口右转直行3公里),15000,元/㎡
[六环以外]平谷马昌营镇密三路管庄路口,29000,元/㎡
"[四至五环]石景山鲁谷路,西侧紧邻西五环,紧邻地铁一号线八角游乐园站",400,万元/套起
[五至六环]顺义后沙峪镇裕园路西300米,2200,万元/套起
[六环以外]武清高村镇,35000,元/㎡
"[六环以外]涿州涿州 西南郊琉璃河镇南,京都旅游大道1号",450,万元/套起
[五至六环]房山京港澳高速窦店出口即达,21800,元/㎡起
"[六环以外]门头沟龙泉镇新桥大街西侧,区政府正对面",65000,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西南侧,52695,元/㎡
[五至六环]朝阳黄康路北侧,600,万元/套起
[五至六环]大兴德贤路瀛海出口东500米,52449,元/㎡
[六环以外]平谷马坊镇梨羊村马坊镇政府北侧,15500,元/㎡
[五至六环]昌平立汤路与北清路交汇·向东800米,400,万元/套起
北京周边白沟新城京白路与五一路交叉口东南侧,11000,元/㎡起
[五至六环]顺义京承高速8号出口路东,1600,万元/套
[六环以外]平谷夏各庄新城,428,万元/套起
[六环以外]涞水四季童话小镇:赵各庄镇计鹿村;健康谷:三坡镇蓬头村,9500,元/㎡
[三至四环]丰台南三环东铁营向南600米,80000,元/㎡
[六环以外]平谷金海湖景区坝前广场西侧500米,690,万元/套
[五至六环]大兴广阳大街与春和路交口西南,55016,元/㎡
[五至六环]昌平地铁昌平线沙河地铁站南600米,466,万元/套起
[请选择]北京周边张家口市下花园区环府路,10000,元/㎡
[五至六环]石景山五里坨,410,万元/套起
[五至六环]昌平未来科学城南区(京承高速北七家出口800米路南),60800,元/㎡
[五至六环]海淀永丰产业基地西北旺镇,35000,元/㎡
[六环以外]房山燕房线周口店镇站北约800米,22434,元/㎡
[六环以外]涿州107国道琉璃河检查站南侧(房山界),13000,元/㎡
[六环以外]平谷山东庄镇西沥津村平蓟路与桥山路交叉口东北侧,14500,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西南侧,52695,元/㎡
[五至六环]朝阳黄康路北侧,600,万元/套起
[五至六环]大兴德贤路瀛海出口东500米,52449,元/㎡
[六环以外]平谷马坊镇梨羊村马坊镇政府北侧,15500,元/㎡
[五至六环]昌平立汤路与北清路交汇·向东800米,400,万元/套起
北京周边白沟新城京白路与五一路交叉口东南侧,11000,元/㎡起
[六环以外]平谷迎宾环岛北行200米,32500,元/㎡
[六环以外]北京周边承德市双滦区秀水大街彩虹桥西侧,8000,元/㎡
[六环以外]北京周边承德岔道口村(京承高速滦平出口左转直行5公里),8500,元/㎡
[六环以外]房山良乡良常路与京深路交口西侧约1500米,37000,元/㎡
[六环以外]固安大广高速 牛驼出口西侧,11800,元/㎡起
[六环以外]廊坊廊沧高速文安出口西行800米迎宾大道北侧,8500,元/㎡
[六环以外]北京周边张家口市西环路西山隧道南碧桂园森林海售楼处,9300,元/㎡
[六环以外]房山良常路官道路口西800米,38994,元/㎡
[六环以外]北京周边保定高碑店市东方纽伦堡路南,140,万元/套起
[五至六环]丰台长辛店长云路2号,45000,元/㎡
[六环以外]河北省承德市兴隆县人民医院东行100米,9500,元/㎡
[五至六环]昌平未来科学城南区,59000,元/㎡
[六环以外]秦皇岛北戴河新区滨海新大道与文博路交汇处西南北戴河孔雀城森屿海,12000,元/㎡起
[六环以外]密云密关路与313省道交汇处(水库宾馆斜对面),23000,元/㎡
[五至六环]大兴瀛海镇镇区北街与经二路交口处西南角,52449,元/㎡
[六环以外]霸州霸州106国道与裕华西道交叉口西500米,12000,元/㎡起
[五至六环]大兴地铁4号线义和庄站向北约500米,55016,元/㎡
[五至六环]昌平立汤路与北清路交叉点向东800米,430,万元/套起
[六环以外]密云檀营乡檀西路东侧,15000,元/㎡
[五至六环]大兴科创十一街与经海九路交汇处西南角(亦庄线次渠南站200米即到),52695,元/㎡
[六环以外]平谷迎宾环岛北行200米,32500,元/㎡
[六环以外]永清s273省道(廊霸路)与益昌北路交口向北1公里路,8200,元/㎡起
[六环以外]门头沟莲花池西路西延线潭柘寺隧道出口北侧,50000,元/㎡
[五至六环]房山良乡·阳光北大街与多宝路交汇处西南,47500,元/㎡
[六环以外]房山阎村镇紫码路西行1500米,798,万元/套起
[四至五环]海淀阜石路与上庄大街交汇处东南200米,78900,元/㎡
[五至六环]朝阳五环七棵树出口北行300米,2930,万元/套起
[三至四环]丰台西三环康庄东路西侧,130000,元/㎡
[六环以外]永清益田道与榕花路交口,12000,元/㎡
[六环以外]香河大香线与蒋北路交口,13000,元/㎡
[六环以外]顺义牛栏山恒华西街2号院,463,万元/套起
[二至三环]丰台菜户营桥西800米,600,万元/套起
[五至六环]房山长阳镇文昌东路与阜盛东街交汇处,53000,元/㎡
廊坊安次南龙道与常甫路交口南行500米龙泽路西侧,23000,元/㎡
[六环以外]密云密关路36号院,19000,元/㎡
[六环以外]廊坊广阳东方大学城内张衡路与毕昇路交口,14500,元/㎡
[六环以外]霸州南孟镇南孟村,9000,元/㎡起
[四至五环]朝阳红坊路6号,72000,元/㎡
[五至六环]朝阳东五环七棵树路口向东280米,2680,万元/套起
[五至六环]朝阳东坝乡 东坝南区五环路七棵树以东 坝河以南,110000,元/㎡
[六环以外]武清京津高速泗村店东出口右转直行约2公里处,14000,元/㎡
[六环以外]永清s273省道(廊霸路)与益昌北路交口向北1公里路,8200,元/㎡起
[六环以外]门头沟莲花池西路西延线潭柘寺隧道出口北侧,50000,元/㎡
[五至六环]房山良乡·阳光北大街与多宝路交汇处西南,47500,元/㎡
[六环以外]房山阎村镇紫码路西行1500米,798,万元/套起
[四至五环]海淀阜石路与上庄大街交汇处东南200米,78900,元/㎡
[六环以外]顺义新城马坡组团金宝花园酒店北侧,800,万元/套起
[六环以外]昌平马池口镇百葛路366号,34000,元/㎡
[六环以外]顺义顺恒大街香悦四季西区5号楼,42000,元/㎡
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[五至六环]海淀八达岭高速清河桥西南角,74500,元/㎡
天津 [外环以外]宝坻津蓟高速往蓟县方向3号出口,9500,元/㎡
"[五至六环]昌平京城高速第七出口(北七家),定泗路与立汤路交汇处向西行2公里",2500,万元/套起
[五至六环]通州宋庄镇格拉斯小镇营销中心,6300,万元/套起
[二环以内]西城宣内大街西绒线胡同28号(美爵酒店东侧),150000,元/㎡
"[五至六环]通州运河西大街,果园环岛向东两公里",75000,元/㎡
"[六环以外]昌平京藏高速30(昌平城区)出口向东,南环大桥东侧1000米",48000,元/㎡
[三至四环]丰台马家堡东路168号院,65500,元/㎡
[六环以外]顺义天竺镇薛大人庄村,65000,元/㎡
[五至六环]通州朝阳北路东端与温榆河交汇处(北京物资学院北侧),48000,元/㎡
[二环以内]西城西单时代广场中组部南200米路东,187000,元/㎡
[六环以外]固安固涿路北,13000,元/㎡
[三至四环]朝阳霄云路8号,5500,万元/套起
[三至四环]朝阳东三环cctv北50米,180000,元/㎡
[六环以外]大兴南中轴路魏善庄中学北侧,28500,元/㎡
[六环以外]涞水天鹅湖生态旅游风景区内,8500,元/㎡
[六环以外]顺义新城马坡组团金宝花园酒店北侧,800,万元/套起
[五至六环]海淀学府树北街(清河桥西500米),,
[四至五环]海淀田村路39号院,,
[五至六环]海淀北清路与永澄北路交汇处北1000米处,15000,元/套.月起
[五至六环]昌平地铁13号线霍营站出口科星西路北行约300米路西,30000,元/㎡
[四至五环]大兴地铁五号线延长线旧宫站出口,52000,元/㎡
"[五至六环]海淀温泉镇,京密引水渠南侧",40000,元/㎡起
[六环以外]门头沟长安街西延线与滨河路南延交汇处(东南侧),335,万元/套起
[五至六环]昌平沙河高教园北四街,25000,元/㎡起
[六环以外]门头沟永定镇卧龙岗北3公里,40000,元/㎡
[四至五环]朝阳青年路12号院小悦中心,55000,元/㎡
[五至六环]通州朝阳北路和陈列馆路交汇处,75000,元/㎡
"[六环以外]顺义林河经济开发区,通顺路与外环线交汇处东北角",50000,元/㎡
[五至六环]大兴黄村京开高速与黄马路交汇处,35000,元/㎡
[六环以外]北京周边唐山曹妃甸新港大道于西港路交口,7600,元/㎡起
"[六环以外]永清亦庄永清高新区,恒山北路与台中路交汇处",11000,元/㎡
[六环以外]大厂福喜路东侧,13800,元/㎡
[六环以外]香河京哈高速香河东出口右转200米,,元/㎡
[二至三环]朝阳建国门桥东南1000米,,元/㎡
[四至五环]丰台南四环公益西桥南行槐房西路与西红门路交汇,73000,元/㎡起
[五至六环]石景山石门路东侧500米,,元/㎡
[五至六环]海淀学府树北街(清河桥西500米),,
[四至五环]海淀田村路39号院,,
[五至六环]海淀北清路与永澄北路交汇处北1000米处,15000,元/套.月起
[五至六环]昌平地铁13号线霍营站出口科星西路北行约300米路西,30000,元/㎡
[六环以外]固安永康路与工兴路交汇处,13200,元/㎡起
"[六环以外]秦皇岛北戴河高铁站东两公里,金城路南侧",11000,元/㎡
[六环以外]顺义燕京街与通顺路交汇口东800米(仁和公园南),1000,万元/套起
[五至六环]昌平北亚花园东路,800,万元/套起
[六环以外]密云水库风景区南岸,500,万元/套起
[六环以外]通州永乐店小甸屯村百莱玛工业园对面,28100,元/㎡
[六环以外]海滨青岛滨海大道188号(温泉镇滨海大道与嶺海路交汇处),26000,元/㎡
"[六环以外]北京周边张家口市下花园区迎宾大街南侧,紧邻戴家营河西侧",13000,元/㎡
[六环以外]北京周边张家口市经开区胜利南路与东宁街交叉向南200米,12500,元/㎡
[六环以外]北京周边张家口下花园高速出口向南3公里aaaa级景区鸡鸣山,13000,元/㎡
[二至三环]朝阳工体北路9号,130000,元/㎡
[六环以外]北京周边兴隆县东区大街与站前路往北100米,10000,元/㎡
[六环以外]承德市兴隆县双桥路北(建龙小区斜对面),9000,元/㎡
[三至四环]朝阳肖村路西行400米见丁字路口向北150米,650,万元/套起
[五至六环]朝阳东坝第四使馆区东五环七棵树出口向东3公里,79500,元/㎡
[六环以外]永清亦庄永清高新区恒山北路与苗栗路交汇处向西200米,14000,元/㎡
[六环以外]天津北京东京津生态新城(津蓟高速九园线出口宝白路东),8000,元/㎡起
[六环以外]房山京港澳高速阎村出口西行约1.5公里,40000,元/㎡
[六环以外]涞水京昆高速涞水出口东行800米,14000,元/㎡
[五至六环]大兴亦庄南海子公园东侧,2000,万元/套起
[六环以外]固安永康路与工兴路交汇处,13200,元/㎡起
"[六环以外]秦皇岛北戴河高铁站东两公里,金城路南侧",11000,元/㎡
[六环以外]顺义燕京街与通顺路交汇口东800米(仁和公园南),1000,万元/套起
[五至六环]昌平北亚花园东路,800,万元/套起
[五至六环]顺义顺义南法信镇顺平路与南焦路交口处,22000,元/㎡
[四至五环]大兴经济技术开发区荣华北路,40000,元/㎡
"[五至六环]石景山西长安街与古城大街交汇处西南角,地铁1号线古城站南200米路西",43000,元/㎡起
[五至六环]大兴西红门镇春和路39号院,33000,元/㎡
[六环以外]门头沟石龙北路62号邮政储蓄南100米西长安壹号接待中心,40000,元/㎡起
[三至四环]朝阳朝阳公园南门,140000,元/㎡
[五至六环]通州通州运河核心区,60000,元/㎡
[四至五环]大兴西红门宏康路与欣宁街交汇处,38000,元/㎡
[二至三环]海淀高粱桥斜街,85000,元/㎡
[三至四环]朝阳霄云里南街霞光里12号,150000,元/㎡
[六环以外]天津泗村店镇高王路与碱东路交口,8800,元/㎡
[四至五环]丰台汽车博物馆东路,55000,元/㎡
[六环以外]顺义中央别墅区北区京承高速第11出口,45000,元/㎡
[六环以外]密云滨河路水源路交叉口东南角,16000,元/㎡
[六环以外]崇礼西湾子镇,23000,元/㎡
[六环以外]顺义新城马坡组团白马路与通顺路交叉口向北700米,800,万元/套起
"[五至六环]通州核心区,地铁6号线通州北关站北侧",65000,元/㎡
[六环以外]固安工兴路与迎宾大道交叉口,12000,元/㎡
[六环以外]北京周边保定市竞秀区西二环与七一路交叉口东南角,14500,元/㎡
[六环以外]北京周边保定北二环南侧朝阳大街西侧鲁岗路与锦绣街交汇处,14500,元/㎡
